title,genres,user_count,rating_avg,user_age_avg
Gone with the Wind (1939),"Drama, Romance, War",1156,4.0,33.97
"Good Earth, The (1937)",Drama,72,3.72,35.25
"Good Man in Africa, A (1994)","Action, Adventure",28,2.64,37.39
"Good Morning, Vietnam (1987)","Comedy, Drama, War",1082,3.73,30.14
"Good Mother, The (1988)",Drama,34,2.97,34.79
Good Will Hunting (1997),Drama,1548,4.18,29.25
"Good, The Bad and The Ugly, The (1966)","Action, Western",822,4.13,32.74
GoodFellas (1990),"Crime, Drama",1657,4.28,29.89
"Goodbye Girl, The (1977)","Comedy, Romance",322,3.7,37.39
"Goodbye, Lover (1999)","Comedy, Crime, Thriller",25,2.96,28.96
"Goofy Movie, A (1995)","Animation, Children's, Comedy, Romance",168,2.88,23.42
"Goonies, The (1985)","Adventure, Children's, Fantasy",716,3.5,24.98
Gordy (1995),Comedy,10,2.1,22.8
Gossip (2000),"Drama, Thriller",82,2.77,22.23
Gothic (1986),"Drama, Horror",62,2.77,29.66
"Governess, The (1998)","Drama, Romance",70,3.2,31.0
Goya in Bordeaux (Goya en Bodeos) (1999),Drama,24,3.12,33.71
Grace of My Heart (1996),"Comedy, Drama",69,3.38,29.58
"Graduate, The (1967)","Drama, Romance",1261,4.25,32.79
Grand Canyon (1991),"Crime, Drama",346,3.49,31.69
"Grand Day Out, A (1992)","Animation, Comedy",473,4.36,27.08
Grand Hotel (1932),Drama,84,3.79,34.06
"Grand Illusion (Grande illusion, La) (1937)","Drama, War",165,4.34,33.55
"Grandfather, The (El Abuelo) (1998)",Drama,7,3.29,32.43
"Grandview, U.S.A. (1984)",Drama,6,2.5,32.5
"Grapes of Wrath, The (1940)",Drama,521,4.13,34.7
"Grass Harp, The (1995)",Drama,24,3.21,32.88
Grateful Dead (1995),Documentary,22,3.05,29.82
Graveyard Shift (1990),"Horror, Thriller",79,2.15,27.7
Grease (1978),"Comedy, Musical, Romance",817,3.58,29.46
Grease 2 (1982),"Comedy, Musical, Romance",303,1.96,26.75
Greaser's Palace (1972),Drama,9,3.56,43.33
"Great Day in Harlem, A (1994)",Documentary,41,4.12,33.46
"Great Dictator, The (1940)",Comedy,216,4.03,34.14
"Great Escape, The (1963)","Adventure, War",696,4.38,34.56
Great Expectations (1998),"Drama, Romance",263,3.2,27.65
"Great Locomotive Chase, The (1956)","Adventure, War",19,3.84,49.26
"Great Mouse Detective, The (1986)","Animation, Children's",131,3.5,24.42
"Great Muppet Caper, The (1981)","Children's, Comedy",358,3.74,25.71
"Great Race, The (1965)","Comedy, Musical",164,3.53,38.22
"Great Santini, The (1979)",Drama,195,3.95,36.47
"Great White Hype, The (1996)",Comedy,91,2.79,23.8
"Great Ziegfeld, The (1936)",Musical,36,3.28,36.0
"Greatest Show on Earth, The (1952)",Drama,61,3.28,36.41
"Green Mile, The (1999)","Drama, Thriller",1222,4.15,29.38
Gremlins (1984),"Comedy, Horror",776,3.27,27.25
Gremlins 2: The New Batch (1990),"Comedy, Horror",372,2.51,24.94
Gridlock'd (1997),Crime,49,3.37,26.78
"Grifters, The (1990)","Crime, Drama, Film-Noir",885,3.79,33.38
Groove (2000),Drama,51,3.37,26.02
Grosse Fatigue (1994),Comedy,5,3.8,25.8
Grosse Pointe Blank (1997),"Comedy, Crime",1136,3.81,27.4
Groundhog Day (1993),"Comedy, Romance",2278,3.95,29.26
Grumpier Old Men (1995),"Comedy, Romance",478,3.02,29.28
Grumpy Old Men (1993),Comedy,809,3.42,28.76
Guantanamera (1994),Comedy,8,3.38,31.62
"Guardian, The (1990)","Horror, Thriller",38,2.11,31.66
Guess Who's Coming to Dinner (1967),"Comedy, Drama",350,3.92,36.51
Guilty as Sin (1993),"Crime, Drama, Thriller",47,2.74,31.17
Guinevere (1999),"Drama, Romance",61,3.36,33.11
Gulliver's Travels (1939),"Adventure, Animation, Children's",117,3.55,31.58
Gumby: The Movie (1995),"Animation, Children's",10,1.9,20.8
Gun Shy (2000),Comedy,46,2.65,29.67
Gung Ho (1986),"Comedy, Drama",244,2.93,28.73
"Guns of Navarone, The (1961)","Action, Drama, War",502,3.96,37.29
Guys and Dolls (1955),Musical,260,3.79,34.07
Gypsy (1962),Musical,122,3.7,36.92
H.O.T.S. (1979),Comedy,43,2.53,33.05
Hackers (1995),"Action, Crime, Thriller",321,3.15,25.38
Hairspray (1988),"Comedy, Drama",445,3.35,31.03
Half Baked (1998),Comedy,198,3.2,21.28
Halloween (1978),Horror,506,3.71,27.95
Halloween 4: The Return of Michael Myers (1988),Horror,129,2.41,25.91
Halloween 5: The Revenge of Michael Myers (1989),Horror,127,2.13,27.52
Halloween II (1981),Horror,195,2.75,27.67
Halloween III: Season of the Witch (1983),Horror,105,2.1,26.53
Halloween: H20 (1998),"Horror, Thriller",199,2.69,25.33
Halloween: The Curse of Michael Myers (1995),"Horror, Thriller",183,2.36,27.19
Hamlet (1948),Drama,113,3.81,33.84
Hamlet (1964),Drama,53,3.57,33.72
Hamlet (1990),Drama,269,3.73,29.3
Hamlet (1996),Drama,382,3.96,27.08
Hamlet (2000),Drama,179,3.46,29.28
Hana-bi (1997),"Comedy, Crime, Drama",36,3.81,25.19
"Hand That Rocks the Cradle, The (1992)",Thriller,340,3.14,28.3
Hands on a Hard Body (1996),Documentary,92,4.16,26.8
Hang 'em High (1967),Western,241,3.75,35.44
"Hanging Garden, The (1997)",Drama,22,3.91,30.91
Hanging Up (2000),"Comedy, Drama",176,2.3,27.65
Hangmen Also Die (1943),"Drama, War",2,3.5,37.5
"Happiest Millionaire, The (1967)","Comedy, Musical",37,3.32,34.19
Happiness (1998),Comedy,320,3.9,26.46
Happy Gilmore (1996),Comedy,682,3.53,24.01
Happy Go Lovely (1951),Musical,1,2.0,18.0
Happy Weekend (1996),Comedy,1,2.0,18.0
"Happy, Texas (1999)",Comedy,185,3.49,28.65
"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)","Crime, Thriller",186,3.75,27.2
Hard Core Logo (1996),Comedy,11,3.73,24.91
"Hard Day's Night, A (1964)","Comedy, Musical",518,3.89,34.42
Hard Rain (1998),"Action, Thriller",206,2.66,28.17
Hard Target (1993),"Action, Adventure, Crime, Thriller",216,2.78,27.31
Hard-Boiled (Lashou shentan) (1992),"Action, Crime",327,4.14,26.02
Harlem (1993),Drama,1,2.0,25.0
"Harmonists, The (1997)",Drama,28,4.14,37.36
Harold and Maude (1971),Comedy,697,4.16,33.19
Harriet the Spy (1996),"Children's, Comedy",121,3.1,23.21
Harry and the Hendersons (1987),Comedy,298,2.72,28.22
Harvey (1950),Comedy,356,4.09,35.52
Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969),Horror,3,1.67,34.33
"Hate (Haine, La) (1995)",Drama,44,3.75,24.18
Haunted Honeymoon (1986),Comedy,72,2.42,28.62
"Haunted World of Edward D. Wood Jr., The (1995)",Documentary,27,3.81,36.07
"Haunting, The (1963)","Horror, Thriller",183,3.5,31.77
"Haunting, The (1999)","Horror, Thriller",476,2.38,25.79
Hav Plenty (1997),Comedy,6,3.33,26.0
He Got Game (1998),Drama,160,3.38,27.84
He Walked by Night (1948),"Crime, Film-Noir, Thriller",29,3.48,42.59
Head Above Water (1996),"Comedy, Thriller",17,3.0,25.94
Head On (1998),Drama,14,3.29,28.29
Hear My Song (1991),Comedy,50,3.84,37.4
Heart Condition (1990),Comedy,19,2.79,29.68
Heart and Souls (1993),"Comedy, Fantasy",219,3.55,27.42
Heartbreak Ridge (1986),"Action, War",300,3.35,31.09
Heartburn (1986),"Comedy, Drama",74,2.95,32.92
Hearts and Minds (1996),Drama,14,4.36,43.21
Heat (1995),"Action, Crime, Thriller",940,3.88,27.73
Heathers (1989),Comedy,803,3.82,27.3
Heaven & Earth (1993),"Action, Drama, War",105,3.31,29.91
Heaven (1998),Thriller,5,2.6,20.8
Heaven Can Wait (1978),Comedy,345,3.62,34.69
Heaven's Burning (1997),"Action, Drama",1,4.0,56.0
Heaven's Prisoners (1996),"Mystery, Thriller",47,2.85,34.13
Heavenly Creatures (1994),"Drama, Fantasy, Romance, Thriller",477,3.87,29.5
Heavy (1995),"Drama, Romance",74,3.27,28.47
Heavy Metal (1981),"Action, Adventure, Animation, Horror, Sci-Fi",618,3.55,27.72
Heavyweights (1994),"Children's, Comedy",30,2.6,16.9
Heidi Fleiss: Hollywood Madam (1995),Documentary,50,3.46,30.78
Held Up (2000),Comedy,4,3.0,43.75
Hell Night (1981),Horror,34,2.26,33.44
Hell in the Pacific (1968),"Drama, War",33,3.7,39.85
Hellbound: Hellraiser II (1988),Horror,167,2.8,28.83
Hello Mary Lou: Prom Night II (1987),Horror,51,2.1,29.86
Hellraiser (1987),Horror,279,3.11,28.27
Hellraiser III: Hell on Earth (1992),Horror,87,2.23,27.03
Hellraiser: Bloodline (1996),"Action, Horror, Sci-Fi",216,2.47,27.63
Help! (1965),"Comedy, Musical",291,3.77,34.96
Henry Fool (1997),"Comedy, Drama",113,3.49,28.19
Henry V (1989),"Drama, War",426,4.29,31.33
Henry: Portrait of a Serial Killer (1990),"Crime, Horror",219,3.48,28.84
"Henry: Portrait of a Serial Killer, Part 2 (1996)","Crime, Horror",20,2.6,27.2
Herbie Goes Bananas (1980),"Adventure, Children's, Comedy",104,2.54,27.48
Herbie Goes to Monte Carlo (1977),"Adventure, Children's, Comedy",101,2.55,28.11
Herbie Rides Again (1974),"Adventure, Children's, Comedy",135,2.73,29.17
Hercules (1997),"Adventure, Animation, Children's, Comedy, Musical",469,3.28,25.7
Here on Earth (2000),"Drama, Romance",89,2.48,21.3
Hero (1992),"Comedy, Drama",186,3.02,28.7
"Hi-Lo Country, The (1998)","Drama, Western",26,3.04,35.0
"Hidden, The (1987)","Action, Horror, Sci-Fi",284,3.68,31.46
Hideaway (1995),Thriller,45,2.71,27.78
Hideous Kinky (1998),Drama,48,3.04,30.06
"Hideous Sun Demon, The (1959)","Horror, Sci-Fi",22,2.0,38.73
High Art (1998),"Drama, Romance",133,3.5,29.31
High Fidelity (2000),Comedy,1373,3.93,28.17
High Noon (1952),Western,403,4.18,36.86
High Plains Drifter (1972),Western,317,3.88,36.04
High School High (1996),Comedy,78,2.18,22.27
Higher Learning (1995),Drama,141,3.17,22.84
Highlander (1986),"Action, Adventure",741,3.85,28.27
Highlander III: The Sorcerer (1994),"Action, Sci-Fi",203,2.12,27.6
Highlander: Endgame (2000),"Action, Adventure, Fantasy",135,2.41,26.41
Hilary and Jackie (1998),Drama,160,3.82,30.48
Hillbillys in a Haunted House (1967),Comedy,1,1.0,25.0
"Hippie Revolution, The (1996)",Documentary,1,2.0,18.0
His Girl Friday (1940),Comedy,397,4.25,34.87
History of the World: Part I (1981),Comedy,371,3.59,28.67
"Hitch-Hiker, The (1953)",Film-Noir,18,3.56,38.89
Hocus Pocus (1993),"Children's, Comedy",183,2.87,26.1
Holiday Inn (1942),"Comedy, Musical",275,3.88,36.12
Hollow Man (2000),"Horror, Sci-Fi, Thriller",405,2.54,26.46
Hollow Reed (1996),Drama,16,3.5,31.56
"Hollywood Knights, The (1980)",Comedy,92,3.26,31.74
Holy Man (1998),Comedy,90,2.49,26.36
Holy Smoke (1999),Drama,56,3.23,29.98
Home Alone (1990),"Children's, Comedy",675,3.13,27.55
Home Alone 2: Lost in New York (1992),"Children's, Comedy",341,2.39,26.45
Home Alone 3 (1997),"Children's, Comedy",154,1.88,26.16
Home Fries (1998),"Comedy, Romance",146,2.58,25.58
Home Page (1999),Documentary,2,3.5,35.0
Home for the Holidays (1995),Drama,99,3.4,28.37
Homegrown (1998),"Comedy, Thriller",104,3.37,26.62
Homeward Bound II: Lost in San Francisco (1996),"Adventure, Children's",67,2.78,24.46
Homeward Bound: The Incredible Journey (1993),"Adventure, Children's",234,3.35,25.88
"Honey, I Blew Up the Kid (1992)","Children's, Comedy, Sci-Fi",381,2.26,26.65
"Honey, I Shrunk the Kids (1989)","Adventure, Children's, Comedy, Fantasy, Sci-Fi",1045,2.93,28.55
Honeymoon in Vegas (1992),"Comedy, Romance",542,3.22,30.36
Hoodlum (1997),"Crime, Drama, Film-Noir",75,2.72,27.96
Hook (1991),"Adventure, Fantasy",722,3.02,27.79
Hoop Dreams (1994),Documentary,716,4.19,29.83
Hoosiers (1986),Drama,590,3.92,30.41
Hope Floats (1998),"Comedy, Drama, Romance",387,2.99,29.37
Horror Express (1972),Horror,17,2.65,32.06
Horror Hotel (a.k.a. The City of the Dead) (1960),Horror,4,1.75,33.75
"Horse Whisperer, The (1998)",Drama,210,3.23,33.47
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,52,3.62,34.44
Hot Lead and Cold Feet (1978),"Comedy, Western",42,2.83,31.67
Hot Shots! Part Deux (1993),"Action, Comedy, War",573,2.8,26.2
"Hot Spot, The (1990)","Drama, Romance",46,2.85,30.37
Hotel de Love (1996),"Comedy, Romance",22,2.77,32.91
"Hour of the Pig, The (1993)","Drama, Mystery",2,4.5,25.0
House (1986),"Comedy, Horror",166,2.89,26.53
House Arrest (1996),Comedy,50,2.56,23.86
House II: The Second Story (1987),"Comedy, Horror",103,2.25,27.25
House Party (1990),Comedy,171,2.82,26.06
House Party 2 (1991),Comedy,64,1.97,24.92
House Party 3 (1994),Comedy,38,1.74,24.79
House of Dracula (1945),Horror,39,2.87,36.1
House of Frankenstein (1944),Horror,52,3.19,39.27
"House of Yes, The (1997)","Comedy, Drama, Thriller",194,3.47,26.56
"House of the Spirits, The (1993)","Drama, Romance",69,2.96,30.81
House on Haunted Hill (1958),Horror,96,3.23,31.6
"House on Haunted Hill, The (1999)",Horror,341,2.31,23.84
Houseguest (1994),Comedy,138,2.91,27.13
How Green Was My Valley (1941),Drama,107,4.03,39.15
How I Won the War (1967),"Comedy, War",37,3.24,38.68
How Stella Got Her Groove Back (1998),"Drama, Romance",140,2.79,29.21
How to Be a Player (1997),Comedy,84,2.54,24.25
How to Make an American Quilt (1995),"Drama, Romance",166,3.11,29.22
How to Stuff a Wild Bikini (1965),Comedy,32,2.56,36.19
Howard the Duck (1986),"Adventure, Children's, Sci-Fi",434,2.1,27.15
Howards End (1992),Drama,480,3.73,33.94
Howling II: Your Sister Is a Werewolf (1985),Horror,47,1.77,30.62
"Howling, The (1980)",Horror,231,3.26,30.5
Hud (1963),"Drama, Western",279,4.02,41.97
"Hudsucker Proxy, The (1994)","Comedy, Romance",599,3.63,28.5
Hugo Pool (1997),Romance,20,2.6,31.3
Human Traffic (1999),Drama,14,2.79,29.57
"Hunchback of Notre Dame, The (1996)","Animation, Children's, Musical",390,3.22,25.45
"Hungarian Fairy Tale, A (1987)",Fantasy,1,4.0,35.0
"Hunger, The (1983)",Horror,160,3.43,30.71
"Hunt for Red October, The (1990)","Action, Thriller",1652,4.05,30.12
"Hunted, The (1995)",Action,18,3.28,27.39
Hurlyburly (1998),Drama,99,3.08,28.16
Hurricane Streets (1998),Drama,7,2.86,26.29
"Hurricane, The (1999)",Drama,509,3.85,27.1
Hush (1998),Thriller,42,2.57,27.95
"Hustler, The (1961)",Drama,450,4.24,36.08
Hype! (1996),Documentary,43,3.56,25.16
I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,5,4.8,27.6
I Can't Sleep (J'ai pas sommeil) (1994),"Drama, Thriller",5,3.8,29.0
I Confess (1953),Thriller,17,3.59,34.29
I Don't Want to Talk About It (De eso no se habla) (1993),Drama,1,4.0,50.0
I Dreamed of Africa (2000),Drama,68,2.49,33.57
I Got the Hook Up (1998),Comedy,4,2.75,21.5
I Know What You Did Last Summer (1997),"Horror, Mystery, Thriller",475,2.63,25.27
I Like It Like That (1994),"Comedy, Drama, Romance",19,3.21,30.89
I Love Trouble (1994),"Action, Comedy",127,2.5,27.47
"I Love You, Don't Touch Me! (1998)","Drama, Romance",13,2.85,29.92
"I Love You, I Love You Not (1996)",Romance,6,3.5,24.5
I Married A Strange Person (1997),Animation,21,3.71,23.62
I Saw What You Did (1965),Thriller,90,2.78,32.61
I Shot Andy Warhol (1996),Drama,100,3.57,27.48
I Stand Alone (Seul contre tous) (1998),Drama,5,3.4,27.0
I Still Know What You Did Last Summer (1998),"Horror, Mystery, Thriller",295,2.2,24.42
I Went Down (1997),"Action, Comedy, Crime",41,3.76,25.83
I'll Be Home For Christmas (1998),"Comedy, Romance",27,2.93,32.56
I'll Do Anything (1994),"Comedy, Drama",44,2.7,29.61
I'll Never Forget What's 'is Name (1967),"Comedy, Drama",2,3.5,42.5
I'm Not Rappaport (1996),Comedy,40,3.18,32.2
I'm the One That I Want (2000),Comedy,40,3.95,29.02
"I, Worst of All (Yo, la peor de todas) (1990)",Drama,2,3.0,18.0
I.Q. (1994),"Comedy, Romance",367,3.27,26.56
"Ice Storm, The (1997)",Drama,507,3.8,29.61
"Ideal Husband, An (1999)",Comedy,390,3.7,30.3
Identification of a Woman (Identificazione di una donna) (1982),Drama,2,3.5,45.5
"Idiots, The (Idioterne) (1998)","Comedy, Drama",37,3.35,25.59
Idle Hands (1999),"Comedy, Horror",207,2.72,21.65
"Idolmaker, The (1980)",Drama,28,3.39,34.36
If Lucy Fell (1996),"Comedy, Romance",68,3.07,27.28
If.... (1968),Drama,54,3.89,38.33
Illtown (1996),"Crime, Drama",2,4.0,30.0
Illuminata (1998),Comedy,25,3.08,30.6
"Ilsa, She Wolf of the SS (1974)",Horror,25,2.96,34.6
Immortal Beloved (1994),"Drama, Romance",261,3.76,28.9
Impact (1949),"Crime, Drama",2,3.5,47.5
"Impostors, The (1998)",Comedy,74,3.81,29.23
In & Out (1997),Comedy,428,3.28,27.47
"In Crowd, The (2000)",Thriller,29,2.21,24.83
In Dreams (1999),Thriller,63,2.54,25.9
In God's Hands (1998),"Action, Drama",5,2.4,27.6
In Love and War (1996),"Romance, War",63,3.19,29.71
In Old California (1942),Western,13,3.08,45.69
In Search of the Castaways (1962),"Adventure, Children's",18,3.5,35.06
In Too Deep (1999),"Action, Thriller",46,3.24,28.33
In the Army Now (1994),"Comedy, War",151,2.23,22.46
In the Bleak Midwinter (1995),Comedy,13,3.92,35.62
In the Company of Men (1997),Drama,307,3.78,28.66
In the Heat of the Night (1967),"Drama, Mystery",348,4.13,38.68
In the Line of Duty 2 (1987),Action,5,2.8,34.6
In the Line of Fire (1993),"Action, Thriller",972,3.83,29.4
In the Mouth of Madness (1995),"Horror, Thriller",193,2.91,24.64
In the Name of the Father (1993),Drama,312,3.9,30.76
In the Realm of the Senses (Ai no corrida) (1976),Drama,42,3.38,33.1
Incognito (1997),"Crime, Thriller",11,3.09,37.27
"Incredible Journey, The (1963)","Adventure, Children's",91,3.34,31.7
"Incredibly True Adventure of Two Girls in Love, The (1995)","Comedy, Romance",85,3.49,27.82
Indecent Proposal (1993),Drama,217,2.74,28.82
Independence Day (ID4) (1996),"Action, Sci-Fi, War",1730,3.51,28.59
Indian Summer (a.k.a. Alive & Kicking) (1996),"Comedy, Drama",74,3.05,26.22
"Indian in the Cupboard, The (1995)","Adventure, Children's, Fantasy",357,3.21,29.96
Indiana Jones and the Last Crusade (1989),"Action, Adventure",1628,4.13,28.65
Indiana Jones and the Temple of Doom (1984),"Action, Adventure",1127,3.68,28.83
Indochine (1992),"Drama, Romance",160,3.78,35.6
Inferno (1980),Horror,30,3.0,31.37
Infinity (1996),Drama,9,3.11,32.89
Inherit the Wind (1960),Drama,268,4.28,36.1
"Inheritors, The (Die Siebtelbauern) (1998)",Drama,2,4.5,35.0
"Inkwell, The (1994)","Comedy, Drama",35,2.69,28.4
"Innocents, The (1961)",Thriller,23,4.0,36.7
"Insider, The (1999)",Drama,884,4.06,28.94
Insomnia (1997),Thriller,49,3.88,27.63
Inspector Gadget (1999),"Action, Adventure, Children's, Comedy",373,2.17,26.77
"Inspector General, The (1949)",Musical,54,3.57,35.11
Instinct (1999),"Drama, Thriller",266,3.14,28.26
"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,3,3.67,28.33
Interiors (1978),Drama,83,3.29,39.42
Interview with the Vampire (1994),"Drama, Horror",738,3.52,27.5
Intimate Relations (1996),Comedy,2,2.0,30.0
Invasion of the Body Snatchers (1956),"Horror, Sci-Fi",628,3.91,34.42
Inventing the Abbotts (1997),"Drama, Romance",131,3.14,26.31
"Invisible Man, The (1933)","Horror, Sci-Fi",232,3.75,37.15
"Ipcress File, The (1965)",Thriller,81,3.99,43.68
Irma la Douce (1963),Comedy,93,3.71,44.2
Iron Eagle (1986),"Action, War",271,2.59,27.97
Iron Eagle II (1988),"Action, War",148,1.86,28.5
Iron Eagle IV (1995),"Action, War",58,1.6,30.6
"Iron Giant, The (1999)","Animation, Children's",674,4.05,27.11
"Island of Dr. Moreau, The (1996)","Sci-Fi, Thriller",324,2.2,28.15
Isn't She Great? (2000),Comedy,37,2.38,25.14
It Came from Beneath the Sea (1955),Sci-Fi,53,3.08,39.19
It Came from Hollywood (1982),"Comedy, Documentary",46,3.17,32.2
It Came from Outer Space (1953),Sci-Fi,94,3.36,39.68
It Conquered the World (1956),Sci-Fi,28,3.21,35.0
It Could Happen to You (1994),"Drama, Romance",268,3.42,27.8
It Happened Here (1961),Drama,2,3.0,40.0
It Happened One Night (1934),Comedy,374,4.28,36.45
It Takes Two (1995),Comedy,28,2.82,19.89
It's My Party (1995),Drama,30,3.3,27.9
It's a Wonderful Life (1946),Drama,729,4.3,30.31
It's in the Water (1998),Comedy,3,2.67,26.0
JFK (1991),"Drama, Mystery",756,3.76,29.9
JLG/JLG - autoportrait de décembre (1994),"Documentary, Drama",4,3.5,27.5
Jack (1996),"Comedy, Drama",171,2.63,25.3
Jack Frost (1998),"Comedy, Drama",205,2.23,28.05
Jack and Sarah (1995),Romance,19,3.21,28.21
"Jackal, The (1997)","Action, Thriller",337,3.08,28.64
Jackie Brown (1997),"Crime, Drama",724,3.69,27.58
Jackie Chan's First Strike (1996),Action,297,3.31,27.24
Jacob's Ladder (1990),"Horror, Mystery, Thriller",667,3.58,28.72
Jade (1995),Thriller,91,2.49,30.19
Jagged Edge (1985),Thriller,244,3.64,32.74
Jail Bait (1954),"Crime, Drama",12,2.67,30.75
Jakob the Liar (1999),Drama,118,2.8,31.28
Jamaica Inn (1939),Drama,8,2.88,42.5
"James Dean Story, The (1957)",Documentary,3,3.0,26.0
James and the Giant Peach (1996),"Animation, Children's, Musical",525,3.46,27.14
Jane Eyre (1996),"Drama, Romance",82,3.63,32.41
"Jar, The (Khomreh) (1992)",Drama,1,4.0,25.0
Jason's Lyric (1994),"Crime, Drama",40,3.28,27.42
Jawbreaker (1999),Comedy,119,2.6,21.82
Jaws (1975),"Action, Horror",1697,4.09,29.96
Jaws 2 (1978),"Action, Horror",370,2.59,29.13
Jaws 3-D (1983),"Action, Horror",210,1.85,28.32
Jean de Florette (1986),Drama,216,4.32,34.89
Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),"Comedy, Romance",2,2.0,40.0
Jefferson in Paris (1995),Drama,38,3.08,39.18
Jeffrey (1995),Comedy,93,3.57,27.31
Jennifer 8 (1992),Thriller,116,2.9,28.86
Jeremiah Johnson (1972),Western,222,3.79,38.05
"Jerk, The (1979)",Comedy,573,3.74,28.97
"Jerky Boys, The (1994)",Comedy,66,2.06,22.44
Jerry & Tom (1998),Drama,4,2.0,27.75
Jerry Maguire (1996),"Drama, Romance",1353,3.76,29.16
Jerry Springer: Ringmaster (1998),Drama,59,1.97,26.1
Jesus' Son (1999),Drama,148,3.75,29.06
"Jewel of the Nile, The (1985)","Action, Adventure, Comedy, Romance",673,3.16,30.55
Jimmy Hollywood (1994),Comedy,24,2.46,26.25
